id,listing_url,name,host_identity_verified,room_type,accommodates,bedrooms,amenities,price,minimum_nights,number_of_reviews,last_review,review_scores_rating,instant_bookable,region_name,region_parent_name
823694,https://www.airbnb.com/rooms/823694,Skellig Rest -  Ocean View Cottage,t,Entire home/apt,4,2,"[""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Microwave"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Oven"", ""Indoor fireplace"", ""Hot tub"", ""Shampoo"", ""Patio or balcony"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Stove"", ""Dishwasher"", ""Fire extinguisher"", ""Hair dryer"", ""Coffee maker"", ""First aid kit"", ""Laptop-friendly workspace"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Pool"", ""Garden or backyard"", ""Free parking on premises"", ""Cooking basics""]",$134.00 ,7,142,15-08-20,98,f,Kenmare LEA-6,Kerry County Council
820676,https://www.airbnb.com/rooms/820676,St Bridget’s B & B,f,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Free parking on premises"", ""Hangers"", ""Essentials"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Heating"", ""Hair dryer"", ""Host greets you"", ""Cable TV"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$65.00 ,1,2,29-09-19,100,f,Buncrana LEA-5,Donegal County Council
819973,https://www.airbnb.com/rooms/819973,Cosy Traditional Ivy Farm Cottage,t,Entire home/apt,6,3,"[""Hangers"", ""Hot water"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""High chair"", ""Iron"", ""Essentials"", ""Crib"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Stair gates"", ""Laptop-friendly workspace"", ""Host greets you""]",$50.00 ,2,44,21-08-20,93,t,Roscrea-Templemore LEA-4,Tipperary County Council
818050,https://www.airbnb.com/rooms/818050,"An Ti Glas, Eco Cottage on a farm",f,Entire home/apt,4,2,"[""Kitchen"", ""Hot water"", ""Heating"", ""Indoor fireplace"", ""Cooking basics"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Garden or backyard"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer""]",$87.86 ,2,44,15-08-20,100,f,Killaloe LEA-5,Clare County Council
816039,https://www.airbnb.com/rooms/816039,"Boutique Chic 4BR, 10min Temple Bar! Fab location.",f,Entire home/apt,12,4,"[""Breakfast"", ""Bathtub"", ""Hangers"", ""Babysitter recommendations"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Pack \u2019n Play/travel crib"", ""Baby bath"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Game console"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""High chair"", ""Dishwasher"", ""Washer"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""Refrigerator"", ""Dishes and silverware"", ""Changing table""]",$238.00 ,3,188,09-02-20,98,t,Cabra-Glasnevin LEA-7,Dublin City Council
801976,https://www.airbnb.com/rooms/801976,Charming Galway City Centre B&B,t,Private room,3,1,"[""Shampoo"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hot water"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Smoke alarm"", ""Iron""]",$67.00 ,1,424,14-08-20,95,f,Galway City Central LEA-6,Galway City Council
800026,https://www.airbnb.com/rooms/800026,Gracepark Guesthouse Groups,t,Entire home/apt,12,4,"[""Essentials"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""Heating"", ""Hot water"", ""Free parking on premises"", ""Wifi"", ""Iron""]",$300.00 ,2,77,19-07-20,85,f,Clontarf LEA-6,Dublin City Council
796280,https://www.airbnb.com/rooms/796280,Traditional Farm 'theSmall Cottage',t,Entire home/apt,2,1,"[""Hangers"", ""Hot water"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Lockbox"", ""Kitchen"", ""Cooking basics"", ""Stove"", ""First aid kit"", ""High chair"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$36.00 ,2,47,27-08-20,96,t,Roscrea-Templemore LEA-4,Tipperary County Council
786905,https://www.airbnb.com/rooms/786905,Charming Seaside Baltimore Cottage.,f,Entire home/apt,7,4,"[""Shampoo"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Babysitter recommendations"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Lockbox"", ""Beachfront"", ""Coffee maker"", ""First aid kit"", ""Free street parking"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Oven"", ""Iron""]",$214.00 ,6,18,20-07-19,96,t,Skibbereen-West Cork LEA-5,Cork County Council
782194,https://www.airbnb.com/rooms/782194,Dingle Marina Lodge Apartments,t,Entire home/apt,4,2,"[""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Dryer"", ""Essentials"", ""Host greets you"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Kitchen""]",$150.00 ,1,355,25-08-20,94,t,Corca Dhuibhne LEA-3,Kerry County Council
778534,https://www.airbnb.com/rooms/778534,Traditional Irish Cottage for 4,t,Entire home/apt,4,2,"[""Hangers"", ""Babysitter recommendations"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Pack \u2019n Play/travel crib"", ""Baby bath"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Patio or balcony"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""High chair"", ""Baking sheet"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fireplace guards"", ""Fire extinguisher"", ""Smoke alarm"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Pocket wifi"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$75.00 ,5,109,29-08-20,98,f,New Ross LEA-6,Wexford County Council
777620,https://www.airbnb.com/rooms/777620,House with fabulous sea views,t,Entire home/apt,6,3,"[""Bathtub"", ""Hangers"", ""Hot water"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""TV"", ""Shampoo"", ""Lockbox"", ""BBQ grill"", ""Patio or balcony"", ""Kitchen"", ""Waterfront"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""Dishwasher"", ""High chair"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Room-darkening shades"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Air conditioning"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$95.00 ,4,18,06-02-20,88,f,New Ross LEA-6,Wexford County Council
776664,https://www.airbnb.com/rooms/776664,Experience real Donegal on the Wild Atlantic Way,t,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Free parking on premises"", ""Washer"", ""Essentials"", ""Stove"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Kitchen""]",$30.00 ,2,58,12-02-18,90,t,Glenties LEA-6,Donegal County Council
764869,https://www.airbnb.com/rooms/764869,Historic Galway City House,f,Entire home/apt,6,3,"[""Shampoo"", ""Single level home"", ""Garden or backyard"", ""Pocket wifi"", ""High chair"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Baby bath"", ""Host greets you"", ""Extra pillows and blankets"", ""Cable TV"", ""BBQ grill"", ""Changing table"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Baby monitor"", ""Refrigerator"", ""Hangers"", ""Essentials"", ""Babysitter recommendations"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware"", ""Coffee maker"", ""Iron"", ""Patio or balcony"", ""Free parking on premises"", ""Ethernet connection"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Oven"", ""Bathtub""]",$450.00 ,5,15,02-01-20,100,t,Galway City West LEA-6,Galway City Council
761912,https://www.airbnb.com/rooms/761912,Near Airport & beach free parking & WiFi,t,Private room,4,1,"[""Shampoo"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""BBQ grill"", ""Cable TV"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Pack \u2019n Play/travel crib"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Babysitter recommendations"", ""Laptop-friendly workspace"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys"", ""Lock on bedroom door"", ""Iron"", ""Patio or balcony"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Bathtub""]",$75.00 ,3,65,23-12-19,98,t,Howth-Malahide LEA-7,Fingal County Council
759690,https://www.airbnb.com/rooms/759690,Scorid cottage,f,Entire home/apt,8,4,"[""Shampoo"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Host greets you"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Laptop-friendly workspace"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Oven"", ""Iron""]",$125.00 ,7,12,01-01-20,95,f,Corca Dhuibhne LEA-3,Kerry County Council
752975,https://www.airbnb.com/rooms/752975,"Large Double Room, En-suite, with Breakfast",t,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Indoor fireplace"", ""Wifi"", ""Laptop-friendly workspace"", ""Heating"", ""Hair dryer"", ""Fire extinguisher"", ""Hot water"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Iron""]",$45.00 ,2,78,01-01-19,98,f,Sligo-Strandhill LEA-6,Sligo County Council
747976,https://www.airbnb.com/rooms/747976,"Chateau de Jimmy in Beaumont, Dublin",t,Private room,2,1,"[""Dishwasher"", ""Breakfast"", ""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Washer"", ""Essentials"", ""Host greets you"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Microwave"", ""Private entrance"", ""Hot water"", ""Hair dryer"", ""Refrigerator"", ""Iron"", ""Kitchen""]",$38.00 ,4,120,23-11-19,94,f,Artane-Whitehall LEA-6,Dublin City Council
747284,https://www.airbnb.com/rooms/747284,Luxury 2 BED Apartment near  City Centre,t,Entire home/apt,4,2,"[""Hangers"", ""Hot water"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Elevator"", ""Cooking basics"", ""Microwave"", ""Washer"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Heating"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Paid parking on premises"", ""Dishes and silverware""]",$220.00 ,1,29,15-03-20,100,t,Dundrum LEA-7,Dun Laoghaire-rathdown County Council
745410,https://www.airbnb.com/rooms/745410,"Garden Mews Apt. WIFI Ardree House,",t,Entire home/apt,4,2,"[""Single level home"", ""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dishes and silverware"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Babysitter recommendations"", ""Coffee maker"", ""Free street parking"", ""Free parking on premises"", ""Microwave"", ""Refrigerator"", ""Iron""]",$175.00 ,3,73,15-08-20,93,t,Killarney LEA-7,Kerry County Council
742656,https://www.airbnb.com/rooms/742656,Camden Central. Dublin at your door,t,Private room,2,1,"[""Shampoo"", ""Washer"", ""Essentials"", ""Host greets you"", ""Fire extinguisher"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Microwave"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishes and silverware""]",$60.00 ,2,329,08-03-20,92,f,South East Inner City LEA-5,Dublin City Council
740640,https://www.airbnb.com/rooms/740640,Double Room at Woodlands House,f,Private room,2,1,"[""Essentials"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Hangers"", ""Children\u2019s books and toys"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""High chair"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo""]",$90.00 ,1,3,08-10-15,100,f,Castleisland LEA-4,Kerry County Council
736794,https://www.airbnb.com/rooms/736794,Gracepark Guesthouse 4,t,Private room,4,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Free street parking"", ""Private entrance"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Iron""]",$50.00 ,2,82,11-07-20,89,f,Clontarf LEA-6,Dublin City Council
736773,https://www.airbnb.com/rooms/736773,Gracepark Guesthouse 3,t,Private room,4,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Crib"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Iron"", ""Private entrance"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer""]",$50.00 ,2,64,26-01-20,92,f,Clontarf LEA-6,Dublin City Council
736751,https://www.airbnb.com/rooms/736751,Gracepark Guesthouse 2,t,Private room,2,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cable TV"", ""Crib"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Lock on bedroom door"", ""Dryer"", ""Private entrance"", ""Heating"", ""Hot water"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Wifi"", ""Iron""]",$50.00 ,2,70,18-03-20,90,f,Clontarf LEA-6,Dublin City Council
734957,https://www.airbnb.com/rooms/734957,Cloon River Self Catering,f,Entire home/apt,8,3,"[""Shampoo"", ""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Baby bath"", ""Extra pillows and blankets"", ""BBQ grill"", ""Cable TV"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Free parking on premises"", ""Ethernet connection"", ""Microwave"", ""First aid kit"", ""Oven"", ""Iron""]",$180.00 ,1,1,18-05-19,,t,Westport LEA-4,Mayo County Council
726107,https://www.airbnb.com/rooms/726107,The Stable- 4*approved,t,Entire home/apt,4,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Iron""]",$80.00 ,7,1,21-03-18,80,f,Trim LEA-6,Meath County Council
726106,https://www.airbnb.com/rooms/726106,Buttercup Chalet - 4*approved,t,Entire home/apt,3,2,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Iron"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Washer""]",$75.00 ,7,0,,,f,Trim LEA-6,Meath County Council
726105,https://www.airbnb.com/rooms/726105,The Loft- 4*approved,t,Entire home/apt,4,2,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Bed linens"", ""Heating"", ""Hot water"", ""Washer"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Iron""]",$85.00 ,7,3,15-09-17,93,f,Trim LEA-6,Meath County Council
726104,https://www.airbnb.com/rooms/726104,The Cottage- 4*approved,t,Entire home/apt,6,3,"[""Hangers"", ""Single level home"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Dishwasher"", ""Iron"", ""Washer"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Private entrance"", ""Heating"", ""Smoke alarm"", ""Garden or backyard"", ""Laptop-friendly workspace"", ""Extra pillows and blankets"", ""Oven"", ""EV charger"", ""Refrigerator"", ""Dishes and silverware""]",$120.00 ,7,3,08-08-18,93,f,Trim LEA-6,Meath County Council
726103,https://www.airbnb.com/rooms/726103,Kiltale House- 4*approved,t,Entire home/apt,8,3,"[""Hangers"", ""Bed linens"", ""Hot water"", ""Keypad"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Shower gel"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Extra pillows and blankets""]",$190.00 ,7,4,01-03-19,93,f,Trim LEA-6,Meath County Council
726102,https://www.airbnb.com/rooms/726102,The Dairy - 4*approved,t,Entire home/apt,4,2,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Coffee maker"", ""Microwave"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""TV"", ""Washer""]",$90.00 ,7,0,,,f,Trim LEA-6,Meath County Council
726075,https://www.airbnb.com/rooms/726075,Chestnut view- 4*approved,t,Entire home/apt,5,3,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cable TV"", ""Paid parking off premises"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Heating"", ""Hot water"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Wifi"", ""TV"", ""Iron""]",$160.00 ,7,3,02-09-17,87,f,Cabra-Glasnevin LEA-7,Dublin City Council
726011,https://www.airbnb.com/rooms/726011,Sunset Crag - Beautiful Apartment,t,Entire home/apt,3,1,"[""Bathtub"", ""Hangers"", ""Hot water"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Waterfront"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""First aid kit"", ""High chair"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Crib"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Stair gates"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Beachfront"", ""Children\u2019s books and toys"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$120.00 ,3,129,23-08-20,98,f,Balbriggan LEA-5,Fingal County Council
720968,https://www.airbnb.com/rooms/720968,4 STAR COTTAGES ON SANDY BEACH,t,Entire home/apt,7,3,"[""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Dryer"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Window guards"", ""TV"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Babysitter recommendations"", ""Beachfront"", ""First aid kit"", ""Patio or balcony"", ""Free parking on premises"", ""Barbecue utensils"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Refrigerator"", ""Bathtub""]",$155.00 ,3,0,,,t,Milford LEA-3,Donegal County Council
715205,https://www.airbnb.com/rooms/715205,Gracepark Guesthouse 1,t,Private room,3,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Crib"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Dryer"", ""Iron"", ""Private entrance"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Wifi"", ""Washer""]",$50.00 ,2,96,09-03-20,89,f,Clontarf LEA-6,Dublin City Council
702754,https://www.airbnb.com/rooms/702754,"Double Room Ensuite, Carrickmacross, Co Monaghan",t,Private room,2,1,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Lake access"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""Iron"", ""Washer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Host greets you""]",$50.00 ,1,13,21-04-18,100,f,Carrickmacross-Castleblayney LEA-6,Monaghan County Council
702598,https://www.airbnb.com/rooms/702598,Waterville Kerry Luxury Villa Wifi Atlantic Way,f,Entire home/apt,6,3,"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Washer"", ""Dryer"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Laptop-friendly workspace"", ""Heating"", ""Hair dryer"", ""Cable TV"", ""First aid kit"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$200.00 ,5,4,29-08-19,80,f,Kenmare LEA-6,Kerry County Council
700193,https://www.airbnb.com/rooms/700193,Dublin South Foothills Walkers Base,t,Entire home/apt,10,1,"[""Shampoo"", ""Breakfast"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Washer"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""First aid kit"", ""Smoke alarm"", ""Kitchen""]",$300.00 ,2,1,02-11-19,100,f,Glencullen-Sandyford LEA-7,Dun Laoghaire-rathdown County Council
700142,https://www.airbnb.com/rooms/700142,Dublin  16. Wicklow Way Rest,t,Private room,2,1,"[""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer"", ""Heating"", ""Indoor fireplace"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Washer""]",$80.00 ,2,27,27-09-19,94,f,Glencullen-Sandyford LEA-7,Dun Laoghaire-rathdown County Council
699178,https://www.airbnb.com/rooms/699178,"Old Farm Cottage, Sligo",f,Entire home/apt,6,3,"[""Bathtub"", ""Hangers"", ""Single level home"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""BBQ grill"", ""Patio or balcony"", ""Kitchen"", ""Game console"", ""Ethernet connection"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""High chair"", ""Dishwasher"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fireplace guards"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Pocket wifi"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$125.00 ,2,34,22-08-20,99,f,Sligo-Drumcliff LEA-5,Sligo County Council
